country,main_category,sub_category,hs_code,tax_rate_estimate,product_regulation,customs_documents,standards_note,tax_note,incentive_note,customs_note,source_note
Meksika,Elektronik,Güvenlik Kamerası,8525,9.6,"Meksika pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Meksika için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Meksika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Meksika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Elektronik,Güvenlik Kamerası,8525,10.1,"Brezilya pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Brezilya için tahmini vergi oranı %10.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Brezilya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Brezilya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Elektronik,Güvenlik Kamerası,8525,8.9,"Şili pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Şili için tahmini vergi oranı %8.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Şili pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Şili gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Elektronik,Güvenlik Kamerası,8525,10.3,"Arjantin pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Arjantin için tahmini vergi oranı %10.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Arjantin pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Arjantin gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Elektronik,Güvenlik Kamerası,8525,8.6,"Güney Afrika pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Afrika için tahmini vergi oranı %8.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Afrika pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Güney Afrika gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Elektronik,Güvenlik Kamerası,8525,6.5,"Mısır pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Mısır için tahmini vergi oranı %6.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Mısır pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Mısır gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Elektronik,Güvenlik Kamerası,8525,7.1,"Fas pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fas için tahmini vergi oranı %7.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fas pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Fas gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Elektronik,Güvenlik Kamerası,8525,8.1,"Cezayir pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Cezayir için tahmini vergi oranı %8.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Cezayir pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Cezayir gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Elektronik,Güvenlik Kamerası,8525,6.9,"Tunus pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tunus için tahmini vergi oranı %6.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tunus pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tunus gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Elektronik,Güvenlik Kamerası,8525,9.3,"Nijerya pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Nijerya için tahmini vergi oranı %9.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Nijerya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Nijerya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Elektronik,Güvenlik Kamerası,8525,5.8,"Katar pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Katar için tahmini vergi oranı %5.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Katar pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Katar gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Elektronik,Güvenlik Kamerası,8525,6.1,"Kuveyt pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Kuveyt için tahmini vergi oranı %6.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Kuveyt pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Kuveyt gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Elektronik,Güvenlik Kamerası,8525,5.9,"Bahreyn pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Bahreyn için tahmini vergi oranı %5.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Bahreyn pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Bahreyn gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Elektronik,Güvenlik Kamerası,8525,6.2,"Umman pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Umman için tahmini vergi oranı %6.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Umman pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Umman gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Elektronik,Güvenlik Kamerası,8525,9.9,"Hindistan pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Hindistan için tahmini vergi oranı %9.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Hindistan pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Hindistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Elektronik,Güvenlik Kamerası,8525,9.6,"Endonezya pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Endonezya için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Endonezya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Endonezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Elektronik,Güvenlik Kamerası,8525,7.6,"Malezya pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Malezya için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Malezya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Malezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Elektronik,Güvenlik Kamerası,8525,7.9,"Tayland pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tayland için tahmini vergi oranı %7.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tayland pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tayland gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Elektronik,Güvenlik Kamerası,8525,8.3,"Vietnam pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Vietnam için tahmini vergi oranı %8.3. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Vietnam pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Vietnam gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Elektronik,Güvenlik Kamerası,8525,9.6,"Rusya pazarına Güvenlik Kamerası ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Güvenlik Kamerası için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Rusya için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Rusya pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Rusya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Elektronik,Akıllı Saat,8525,6.6,"Almanya pazarına Akıllı Saat ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Akıllı Saat için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Almanya için tahmini vergi oranı %6.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Almanya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Almanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Elektronik,Akıllı Saat,8525,8.8,"ABD pazarına Akıllı Saat ihracatında HS/GTİP 8525 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Elektronik / Akıllı Saat için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","ABD için tahmini vergi oranı %8.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",ABD pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"ABD gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
