country,main_category,sub_category,hs_code,estimated_import_value_usd,tax_rate_estimate,source_note
Almanya,Elektronik,Güvenlik Kamerası,8525,665000000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Elektronik,Bilgisayar Parçası,8525,591360000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Elektronik,Bilgisayar Parçası,8525,623700000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Elektronik,Bilgisayar Parçası,8525,656040000,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Elektronik,Bilgisayar Parçası,8525,688380000,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Elektronik,Bilgisayar Parçası,8525,720720000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Elektronik,Bilgisayar Parçası,8525,753060000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Elektronik,Bilgisayar Parçası,8525,785400000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Elektronik,Bilgisayar Parçası,8525,817740000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Elektronik,Bilgisayar Parçası,8525,850080000,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Elektronik,Bilgisayar Parçası,8525,462000000,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Elektronik,Bilgisayar Parçası,8525,494340000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Elektronik,Bilgisayar Parçası,8525,526680000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Elektronik,Bilgisayar Parçası,8525,559020000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Elektronik,Bilgisayar Parçası,8525,591360000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Elektronik,Bilgisayar Parçası,8525,623700000,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Elektronik,Bilgisayar Parçası,8525,656040000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Elektronik,Bilgisayar Parçası,8525,688380000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Elektronik,Bilgisayar Parçası,8525,720720000,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Elektronik,Bilgisayar Parçası,8525,753060000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Elektronik,Bilgisayar Parçası,8525,785400000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Elektronik,LED Aydınlatma,8525,665000000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Elektronik,LED Aydınlatma,8525,711550000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Elektronik,LED Aydınlatma,8525,399000000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Elektronik,LED Aydınlatma,8525,423500000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Elektronik,LED Aydınlatma,8525,448000000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Elektronik,LED Aydınlatma,8525,472500000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Elektronik,LED Aydınlatma,8525,497000000,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Elektronik,LED Aydınlatma,8525,521500000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Elektronik,LED Aydınlatma,8525,546000000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Elektronik,LED Aydınlatma,8525,570500000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Elektronik,LED Aydınlatma,8525,595000000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Elektronik,LED Aydınlatma,8525,619500000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Elektronik,LED Aydınlatma,8525,644000000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Elektronik,LED Aydınlatma,8525,665000000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Elektronik,LED Aydınlatma,8525,374500000,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Elektronik,LED Aydınlatma,8525,399000000,5.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Elektronik,LED Aydınlatma,8525,423500000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Elektronik,LED Aydınlatma,8525,448000000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Elektronik,LED Aydınlatma,8525,472500000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Elektronik,LED Aydınlatma,8525,497000000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Elektronik,LED Aydınlatma,8525,521500000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Elektronik,LED Aydınlatma,8525,546000000,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Elektronik,LED Aydınlatma,8525,570500000,6.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Elektronik,LED Aydınlatma,8525,595000000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Elektronik,LED Aydınlatma,8525,619500000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Elektronik,LED Aydınlatma,8525,644000000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Elektronik,LED Aydınlatma,8525,350000000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Elektronik,LED Aydınlatma,8525,374500000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Elektronik,LED Aydınlatma,8525,399000000,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Elektronik,LED Aydınlatma,8525,423500000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Elektronik,LED Aydınlatma,8525,448000000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Elektronik,LED Aydınlatma,8525,472500000,10.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Elektronik,LED Aydınlatma,8525,497000000,9.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Elektronik,LED Aydınlatma,8525,521500000,10.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Elektronik,LED Aydınlatma,8525,546000000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Elektronik,LED Aydınlatma,8525,570500000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Elektronik,LED Aydınlatma,8525,595000000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Elektronik,LED Aydınlatma,8525,619500000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Elektronik,LED Aydınlatma,8525,644000000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Elektronik,LED Aydınlatma,8525,350000000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Elektronik,LED Aydınlatma,8525,374500000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Elektronik,LED Aydınlatma,8525,399000000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Elektronik,LED Aydınlatma,8525,423500000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Elektronik,LED Aydınlatma,8525,448000000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Elektronik,LED Aydınlatma,8525,472500000,10.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Elektronik,LED Aydınlatma,8525,497000000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Elektronik,LED Aydınlatma,8525,521500000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Elektronik,LED Aydınlatma,8525,546000000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Elektronik,LED Aydınlatma,8525,570500000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Elektronik,LED Aydınlatma,8525,595000000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Elektronik,Akıllı Ev Cihazı,8525,718200000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Elektronik,Akıllı Ev Cihazı,8525,768474000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Elektronik,Akıllı Ev Cihazı,8525,430920000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Elektronik,Akıllı Ev Cihazı,8525,457380000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Elektronik,Akıllı Ev Cihazı,8525,483840000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Elektronik,Akıllı Ev Cihazı,8525,510300000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Elektronik,Akıllı Ev Cihazı,8525,536760000,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Elektronik,Akıllı Ev Cihazı,8525,563220000,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Elektronik,Akıllı Ev Cihazı,8525,589680000,5.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Elektronik,Akıllı Ev Cihazı,8525,616140000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Elektronik,Akıllı Ev Cihazı,8525,642600000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Elektronik,Akıllı Ev Cihazı,8525,669060000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Elektronik,Akıllı Ev Cihazı,8525,695520000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Elektronik,Akıllı Ev Cihazı,8525,718200000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Elektronik,Akıllı Ev Cihazı,8525,404460000,8.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Elektronik,Akıllı Ev Cihazı,8525,430920000,4.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Elektronik,Akıllı Ev Cihazı,8525,457380000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Elektronik,Akıllı Ev Cihazı,8525,483840000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Elektronik,Akıllı Ev Cihazı,8525,510300000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Elektronik,Akıllı Ev Cihazı,8525,536760000,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Elektronik,Akıllı Ev Cihazı,8525,563220000,5.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Elektronik,Akıllı Ev Cihazı,8525,589680000,5.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Elektronik,Akıllı Ev Cihazı,8525,616140000,5.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Elektronik,Akıllı Ev Cihazı,8525,642600000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Elektronik,Akıllı Ev Cihazı,8525,669060000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Elektronik,Akıllı Ev Cihazı,8525,695520000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Elektronik,Akıllı Ev Cihazı,8525,378000000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Elektronik,Akıllı Ev Cihazı,8525,404460000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Elektronik,Akıllı Ev Cihazı,8525,430920000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Elektronik,Akıllı Ev Cihazı,8525,457380000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Elektronik,Akıllı Ev Cihazı,8525,483840000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Elektronik,Akıllı Ev Cihazı,8525,510300000,10.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Elektronik,Akıllı Ev Cihazı,8525,536760000,8.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Elektronik,Akıllı Ev Cihazı,8525,563220000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Elektronik,Akıllı Ev Cihazı,8525,589680000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Elektronik,Akıllı Ev Cihazı,8525,616140000,6.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Elektronik,Akıllı Ev Cihazı,8525,642600000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Elektronik,Akıllı Ev Cihazı,8525,669060000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Elektronik,Akıllı Ev Cihazı,8525,695520000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Elektronik,Akıllı Ev Cihazı,8525,378000000,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Elektronik,Akıllı Ev Cihazı,8525,404460000,5.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Elektronik,Akıllı Ev Cihazı,8525,430920000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Elektronik,Akıllı Ev Cihazı,8525,457380000,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Elektronik,Akıllı Ev Cihazı,8525,483840000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Elektronik,Akıllı Ev Cihazı,8525,510300000,9.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Elektronik,Akıllı Ev Cihazı,8525,536760000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Elektronik,Akıllı Ev Cihazı,8525,563220000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Elektronik,Akıllı Ev Cihazı,8525,589680000,7.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Elektronik,Akıllı Ev Cihazı,8525,616140000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Elektronik,Akıllı Ev Cihazı,8525,642600000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Elektronik,Powerbank,8525,771400000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Elektronik,Powerbank,8525,825398000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Elektronik,Powerbank,8525,462840000,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Elektronik,Powerbank,8525,491260000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Elektronik,Powerbank,8525,519680000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Elektronik,Powerbank,8525,548100000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Elektronik,Powerbank,8525,576520000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Elektronik,Powerbank,8525,604940000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Elektronik,Powerbank,8525,633360000,5.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Elektronik,Powerbank,8525,661780000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Elektronik,Powerbank,8525,690200000,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Elektronik,Powerbank,8525,718620000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Elektronik,Powerbank,8525,747040000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Elektronik,Powerbank,8525,771400000,9.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Elektronik,Powerbank,8525,434420000,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Elektronik,Powerbank,8525,462840000,5.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Elektronik,Powerbank,8525,491260000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Elektronik,Powerbank,8525,519680000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Elektronik,Powerbank,8525,548100000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Elektronik,Powerbank,8525,576520000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Elektronik,Powerbank,8525,604940000,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Elektronik,Powerbank,8525,633360000,5.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Elektronik,Powerbank,8525,661780000,5.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Elektronik,Powerbank,8525,690200000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Elektronik,Powerbank,8525,718620000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Elektronik,Powerbank,8525,747040000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Norveç,Elektronik,Powerbank,8525,406000000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Danimarka,Elektronik,Powerbank,8525,434420000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Finlandiya,Elektronik,Powerbank,8525,462840000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
İrlanda,Elektronik,Powerbank,8525,491260000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Meksika,Elektronik,Powerbank,8525,519680000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Brezilya,Elektronik,Powerbank,8525,548100000,10.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Şili,Elektronik,Powerbank,8525,576520000,9.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Arjantin,Elektronik,Powerbank,8525,604940000,10.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Afrika,Elektronik,Powerbank,8525,633360000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Mısır,Elektronik,Powerbank,8525,661780000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Fas,Elektronik,Powerbank,8525,690200000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Cezayir,Elektronik,Powerbank,8525,718620000,8.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Tunus,Elektronik,Powerbank,8525,747040000,7.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Nijerya,Elektronik,Powerbank,8525,406000000,9.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Katar,Elektronik,Powerbank,8525,434420000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Kuveyt,Elektronik,Powerbank,8525,462840000,6.3,Demo/proxy veri; resmi veriyle güncellenebilir.
Bahreyn,Elektronik,Powerbank,8525,491260000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Umman,Elektronik,Powerbank,8525,519680000,6.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Hindistan,Elektronik,Powerbank,8525,548100000,10.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Endonezya,Elektronik,Powerbank,8525,576520000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Elektronik,Powerbank,8525,604940000,7.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Elektronik,Powerbank,8525,633360000,8.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Elektronik,Powerbank,8525,661780000,8.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Elektronik,Powerbank,8525,690200000,9.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Elektronik,Router Modem,8525,824600000,6.8,Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Elektronik,Router Modem,8525,882322000,9.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Elektronik,Router Modem,8525,494760000,7.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Elektronik,Router Modem,8525,525140000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Elektronik,Router Modem,8525,555520000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Elektronik,Router Modem,8525,585900000,7.3,Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Elektronik,Router Modem,8525,616280000,7.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Elektronik,Router Modem,8525,646660000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Elektronik,Router Modem,8525,677040000,6.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Elektronik,Router Modem,8525,707420000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Elektronik,Router Modem,8525,737800000,8.4,Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Elektronik,Router Modem,8525,768180000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Elektronik,Router Modem,8525,798560000,8.8,Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Elektronik,Router Modem,8525,824600000,9.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Elektronik,Router Modem,8525,464380000,8.5,Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Elektronik,Router Modem,8525,494760000,5.4,Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Elektronik,Router Modem,8525,525140000,8.1,Demo/proxy veri; resmi veriyle güncellenebilir.
Belçika,Elektronik,Router Modem,8525,555520000,6.7,Demo/proxy veri; resmi veriyle güncellenebilir.
Avusturya,Elektronik,Router Modem,8525,585900000,6.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Çekya,Elektronik,Router Modem,8525,616280000,7.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Romanya,Elektronik,Router Modem,8525,646660000,6.2,Demo/proxy veri; resmi veriyle güncellenebilir.
Bulgaristan,Elektronik,Router Modem,8525,677040000,5.9,Demo/proxy veri; resmi veriyle güncellenebilir.
Yunanistan,Elektronik,Router Modem,8525,707420000,6.0,Demo/proxy veri; resmi veriyle güncellenebilir.
Macaristan,Elektronik,Router Modem,8525,737800000,6.6,Demo/proxy veri; resmi veriyle güncellenebilir.
Portekiz,Elektronik,Router Modem,8525,768180000,7.6,Demo/proxy veri; resmi veriyle güncellenebilir.
İsveç,Elektronik,Router Modem,8525,798560000,7.1,Demo/proxy veri; resmi veriyle güncellenebilir.
